node1_name,node2_name,endpoint1,endpoint2,bold,highlighted,properties,probability
nv-churn2,nv-code_dev,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mis_link2,b_150290,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
churn,nv-b_100433,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0119760479041916
b_191549,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
b_180737,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0139720558882236
b_180735,mail_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
b_150291,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.179640718562874
b_180735,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0139720558882236
mis_link,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0419161676646707
b_191549,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;nl,0.119760479041916
b_191549,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;nl,0.127744510978044
b_191549,nv-silence2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
b_201967,mail_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
b_201967,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0199600798403194
b_201967,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.121756487025948
b_62937,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.215568862275449
b_62937,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;pl,0.243512974051896
b_62937,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0339321357285429
b_62940,code_dev,TAIL,ARROW,FALSE,FALSE,pd;pl,0.00199600798403194
b_62940,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.231536926147705
b_62940,nv-thread2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
b_62940,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.832335329341317
b_63738,nv-b_100742,TAIL,ARROW,FALSE,FALSE,dd;pl,0.36127744510978
b_63738,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;pl,0.165668662674651
b_63738,nv-commit,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00598802395209581
b_63738,nv-file,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
b_63738,silence2,TAIL,ARROW,FALSE,FALSE,pd;pl,0.00199600798403194
b_64339,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.818363273453094
b_63738,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.828343313373254
b_81672,nv-thread2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
b_93245,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
b_93245,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.243512974051896
b_81672,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.656686626746507
churn,b_143506,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_150287,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_151788,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_162105,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_162107,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn,b_162109,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_162181,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_173733,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_180732,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00798403193612774
churn,b_180739,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_191547,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,b_62937,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0119760479041916
churn,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,nv-churn,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn,nv-start,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0419161676646707
churn,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn,nv-thread2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn2,b_100433,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_120027,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn2,b_134353,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_140076,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_140221,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_160702,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_162107,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn2,b_162108,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn2,b_162180,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00598802395209581
churn2,b_162181,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_166302,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn2,b_166303,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_173733,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn2,b_180732,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
churn2,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,b_180737,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn2,b_180739,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00998003992015968
churn2,b_191547,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00199600798403194
churn2,b_191549,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
churn2,b_201967,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,churn,TAIL,ARROW,FALSE,FALSE,pd;nl,1
churn2,commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,1
churn2,file2,TAIL,ARROW,FALSE,FALSE,pd;nl,1
churn2,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,mail_dev2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.303393213572854
churn2,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0199600798403194
churn2,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,nv-mis_link,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
churn2,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00998003992015968
churn2,silence,TAIL,ARROW,FALSE,FALSE,pd;nl,0.800399201596806
churn2,silence2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.353293413173653
code_dev,churn2,TAIL,ARROW,FALSE,FALSE,pd;pl,0.736526946107785
churn2,thread2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.107784431137725
code_dev,b_114577,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00798403193612774
code_dev,b_140224,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
code_dev,b_143470,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_143506,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
code_dev,b_143507,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
code_dev,b_162107,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0279441117764471
code_dev,b_162176,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_162178,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_162179,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
code_dev,b_162181,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_162182,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_166302,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_166303,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
code_dev,b_173731,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
code_dev,b_180732,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0379241516966068
code_dev,b_180734,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0578842315369262
code_dev,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0279441117764471
code_dev,b_180737,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0239520958083832
code_dev,b_180739,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0658682634730539
code_dev,b_191547,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0199600798403194
code_dev,churn,TAIL,ARROW,FALSE,FALSE,pd;pl,0.377245508982036
code_dev,b_201967,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0439121756487026
code_dev,b_191549,TAIL,ARROW,FALSE,FALSE,dd;nl,0.029940119760479
file,thread,TAIL,ARROW,FALSE,FALSE,pd;nl,0.347305389221557
file,nv-b_100740,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00199600798403194
file,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,nv-silence2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00998003992015968
file,nv-start,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0459081836327345
file,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,nv-thread2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00798403193612774
file,silence,TAIL,ARROW,FALSE,FALSE,dd;nl,1
file,silence2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.972055888223553
mail_dev2,file,TAIL,ARROW,FALSE,FALSE,pd;pl,0.193612774451098
mail_dev2,file2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.80439121756487
mail_dev2,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0259481037924152
mail_dev2,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,nv-mail_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,silence,TAIL,ARROW,FALSE,FALSE,pd;nl,0.215568862275449
mail_dev2,silence2,TAIL,ARROW,FALSE,FALSE,pd;nl,1
mis_link,b_122110,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
mis_link,b_134353,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
mis_link,b_140076,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mis_link,b_160799,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mis_link,b_162107,TAIL,TAIL,FALSE,FALSE,"",0.0139720558882236
mis_link,b_162178,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
mis_link,b_162179,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
mis_link,b_162180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mis_link,b_166303,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mis_link,b_162182,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
mis_link,b_167053,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0538922155688623
mis_link,b_173731,TAIL,ARROW,FALSE,FALSE,dd;nl,0.109780439121756
mis_link,b_173733,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0179640718562874
mis_link,b_180734,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0139720558882236
mail_dev2,commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.974051896207585
mail_dev2,churn,TAIL,ARROW,FALSE,FALSE,pd;nl,0.808383233532934
mail_dev2,commit,TAIL,ARROW,FALSE,FALSE,pd;nl,0.728542914171657
mail_dev2,b_180732,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,b_80891,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
mail_dev2,b_162178,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,b_166302,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,b_162108,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,b_162176,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev2,b_142970,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,thread2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.994011976047904
mail_dev2,b_160701,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,silence2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.846307385229541
mail_dev,thread,TAIL,ARROW,FALSE,FALSE,dd;nl,1
mail_dev,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,silence,TAIL,ARROW,FALSE,FALSE,pd;nl,1
mail_dev,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,nv-mail_dev2,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
mail_dev,mail_dev2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.978043912175649
mail_dev,nv-churn,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,file,TAIL,ARROW,FALSE,FALSE,pd;nl,0.74251497005988
mail_dev,file2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.588822355289421
mail_dev,commit,TAIL,ARROW,FALSE,FALSE,pd;nl,0.520958083832335
mail_dev,commit2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.966067864271457
mail_dev,churn2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.858283433133733
mail_dev,code_dev2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.469061876247505
mail_dev,b_81672,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,churn,TAIL,ARROW,FALSE,FALSE,pd;nl,0.952095808383234
mail_dev,b_167053,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
mail_dev,b_62937,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_166303,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_166304,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_143572,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_151791,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_140076,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
mail_dev,b_143567,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,silence2,TAIL,ARROW,FALSE,FALSE,dd;nl,1
mail_dev,b_122110,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0598802395209581
file2,b_191549,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file2,churn,TAIL,ARROW,FALSE,FALSE,dd;nl,0.528942115768463
file2,b_180739,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file2,b_191547,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_180732,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file2,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file2,b_162180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file2,b_173733,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file2,b_151789,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_162107,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00399201596806387
file2,b_150285,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_150287,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_143506,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_143510,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_140160,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file2,b_140221,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,commit2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.231536926147705
file,file2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.608782435129741
file,churn,TAIL,ARROW,FALSE,FALSE,pd;nl,1
file,churn2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.293413173652695
file,b_191549,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
file,b_201967,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file,b_180739,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,b_191547,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
file,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
file,b_180737,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0119760479041916
