node1_name,node2_name,edge_type,properties,probability
commit2,silence2,nil,,0.888223552894212
commit2,silence2,ta,pd;nl,0.0878243512974052
commit2,silence2,at,dd;nl,0.0239520958083832
file,b_140221,nil,,0.998003992015968
file,b_140221,ta,dd;nl,0.00199600798403194
commit2,nv-thread2,nil,,0.998003992015968
commit2,nv-thread2,ta,dd;nl,0.00199600798403194
commit2,silence,nil,,0.526946107784431
commit2,silence,ta,pd;nl,0.29940119760479
commit2,silence,at,pd;nl,0.173652694610778
commit2,nv-file2,nil,,0.998003992015968
commit2,nv-file2,ta,dd;nl,0.00199600798403194
commit2,nv-mis_link,nil,,0.998003992015968
commit2,nv-mis_link,ta,dd;nl,0.00199600798403194
commit2,file2,ta,pd;nl,0.780439121756487
commit2,file2,at,pd;nl,0.219560878243513
commit2,nv-b_104180,nil,,0.994011976047904
commit2,nv-b_104180,ta,dd;nl,0.00399201596806387
commit2,nv-b_104180,at,dd;nl,0.00199600798403194
commit2,churn,ta,pd;nl,0.732534930139721
commit2,churn,at,pd;nl,0.223552894211577
commit2,churn,nil,,0.0439121756487026
commit2,commit,ta,dd;nl,0.772455089820359
commit2,commit,at,pd;pl,0.225548902195609
commit2,commit,tt,,0.00199600798403194
commit2,b_191549,nil,,0.954091816367266
commit2,b_191549,ta,dd;nl,0.0459081836327345
commit2,b_201967,nil,,0.960079840319361
commit2,b_201967,ta,dd;nl,0.0399201596806387
commit2,b_180739,nil,,0.954091816367266
commit2,b_180739,ta,dd;nl,0.0459081836327345
commit2,b_191547,nil,,0.994011976047904
commit2,b_191547,ta,dd;nl,0.00399201596806387
commit2,b_191547,at,dd;pl,0.00199600798403194
commit2,b_180735,nil,,0.976047904191617
commit2,b_180735,ta,pd;nl,0.0239520958083832
commit2,b_180737,nil,,0.954091816367266
commit2,b_180737,ta,dd;nl,0.0459081836327345
commit2,b_180732,nil,,0.958083832335329
commit2,b_180732,ta,dd;nl,0.0419161676646707
commit2,b_180734,nil,,0.954091816367266
commit2,b_180734,ta,dd;nl,0.0419161676646707
commit2,b_180734,at,dd;nl,0.00399201596806387
commit2,b_166304,nil,,0.998003992015968
commit2,b_166304,ta,dd;nl,0.00199600798403194
commit2,b_173733,nil,,0.994011976047904
commit2,b_173733,ta,dd;nl,0.00598802395209581
commit2,b_166302,nil,,0.996007984031936
commit2,b_166302,ta,dd;nl,0.00399201596806387
commit2,b_166303,nil,,0.996007984031936
commit2,b_166303,ta,dd;nl,0.00399201596806387
commit2,b_162181,nil,,0.996007984031936
commit2,b_162181,ta,dd;nl,0.00399201596806387
commit2,b_162182,nil,,0.998003992015968
commit2,b_162182,ta,dd;nl,0.00199600798403194
commit2,b_150287,nil,,0.998003992015968
commit2,b_150287,ta,dd;nl,0.00199600798403194
commit2,b_162179,nil,,0.996007984031936
commit2,b_162179,ta,dd;nl,0.00399201596806387
commit2,b_143508,nil,,0.996007984031936
commit2,b_143508,ta,dd;nl,0.00399201596806387
commit2,b_150208,nil,,0.998003992015968
commit2,b_150208,ta,dd;nl,0.00199600798403194
commit2,b_120027,nil,,0.982035928143713
commit2,b_120027,ta,dd;nl,0.0179640718562874
commit2,b_143470,nil,,0.998003992015968
commit2,b_143470,ta,dd;nl,0.00199600798403194
commit2,b_104180,nil,,0.996007984031936
commit2,b_104180,ta,dd;nl,0.00399201596806387
commit2,b_114577,nil,,0.982035928143713
commit2,b_114577,ta,dd;nl,0.0179640718562874
commit,silence,ta,pd;nl,0.788423153692615
commit,silence,nil,,0.165668662674651
commit,silence,at,dd;nl,0.0459081836327345
commit,silence2,nil,,0.522954091816367
commit,silence2,ta,pd;pl,0.421157684630739
commit,silence2,at,dd;nl,0.0558882235528942
code_dev,thread,nil,,0.407185628742515
code_dev,thread,at,pd;nl,0.359281437125749
code_dev,thread,ta,pd;nl,0.221556886227545
code_dev,thread,tt,,0.0119760479041916
code_dev,silence2,nil,,0.497005988023952
code_dev,silence2,ta,pd;pl,0.483033932135729
code_dev,silence2,at,pd;nl,0.0199600798403194
code_dev,start,ta,pd;nl,0.467065868263473
code_dev,start,at,pd;nl,0.349301397205589
code_dev,start,nil,,0.183632734530938
code_dev,nv-start,nil,,0.998003992015968
code_dev,nv-start,ta,pd;pl,0.00199600798403194
code_dev,silence,nil,,0.846307385229541
code_dev,silence,at,pd;nl,0.103792415169661
code_dev,silence,ta,pd;nl,0.0499001996007984
code_dev,nv-silence2,nil,,0.998003992015968
code_dev,nv-silence2,ta,pd;pl,0.00199600798403194
code_dev,nv-mail_dev2,nil,,0.996007984031936
code_dev,nv-mail_dev2,tt,,0.00199600798403194
code_dev,nv-mail_dev2,at,dd;nl,0.00199600798403194
code_dev,nv-mis_link,nil,,0.99001996007984
code_dev,nv-mis_link,ta,dd;nl,0.00598802395209581
code_dev,nv-mis_link,tt,,0.00399201596806387
code_dev,nv-churn,nil,,0.996007984031936
code_dev,nv-churn,ta,dd;nl,0.00399201596806387
code_dev,nv-b_102939,nil,,0.996007984031936
code_dev,nv-b_102939,ta,dd;nl,0.00399201596806387
code_dev,mis_link2,ta,dd;nl,0.417165668662675
code_dev,mis_link2,nil,,0.275449101796407
code_dev,mis_link2,at,dd;nl,0.193612774451098
code_dev,mis_link2,tt,,0.11377245508982
code_dev,mis_link,ta,pd;pl,0.538922155688623
code_dev,mis_link,at,pd;pl,0.363273453093812
code_dev,mis_link,tt,,0.0978043912175649
code_dev,mail_dev,ta,pd;pl,0.528942115768463
code_dev,mail_dev,nil,,0.329341317365269
code_dev,mail_dev,at,pd;nl,0.129740518962076
code_dev,mail_dev,tt,,0.0119760479041916
code_dev,file2,ta,pd;pl,0.826347305389222
code_dev,file2,at,pd;nl,0.167664670658683
code_dev,file2,nil,,0.00598802395209581
code_dev,file,ta,pd;pl,0.630738522954092
code_dev,file,at,pd;nl,0.233532934131737
code_dev,file,nil,,0.121756487025948
code_dev,file,tt,,0.0139720558882236
code_dev,commit2,ta,pd;pl,0.798403193612774
code_dev,commit2,at,pd;nl,0.199600798403194
code_dev,commit2,nil,,0.00199600798403194
code_dev,code_dev2,ta,pd;pl,0.694610778443114
code_dev,code_dev2,at,pd;pl,0.261477045908184
code_dev,code_dev2,tt,,0.0419161676646707
code_dev,code_dev2,nil,,0.00199600798403194
code_dev,commit,ta,pd;pl,0.644710578842315
code_dev,commit,at,pd;nl,0.267465069860279
code_dev,commit,nil,,0.0878243512974052
code_dev,mail_dev2,nil,,0.722554890219561
code_dev,mail_dev2,ta,pd;nl,0.245508982035928
code_dev,mail_dev2,at,pd;pl,0.031936127744511
code_dev2,b_114577,nil,,0.988023952095808
code_dev2,b_114577,ta,dd;nl,0.00598802395209581
code_dev2,b_114577,at,dd;pl,0.00399201596806387
code_dev2,b_114577,tt,,0.00199600798403194
code_dev2,b_122333,nil,,0.994011976047904
code_dev2,b_122333,ta,dd;nl,0.00399201596806387
code_dev2,b_122333,at,dd;pl,0.00199600798403194
code_dev2,b_134353,nil,,0.998003992015968
code_dev2,b_134353,ta,dd;nl,0.00199600798403194
code_dev2,b_130166,nil,,0.994011976047904
code_dev2,b_130166,at,dd;nl,0.00399201596806387
code_dev2,b_130166,ta,dd;pl,0.00199600798403194
code_dev2,b_122110,nil,,0.998003992015968
code_dev2,b_122110,tt,,0.00199600798403194
code_dev2,b_120027,nil,,0.994011976047904
code_dev2,b_120027,ta,dd;nl,0.00598802395209581
code_dev2,b_143505,nil,,0.996007984031936
code_dev2,b_143505,ta,dd;nl,0.00399201596806387
code_dev2,b_143509,nil,,0.998003992015968
code_dev2,b_143509,ta,dd;nl,0.00199600798403194
code_dev2,b_140076,nil,,0.998003992015968
code_dev2,b_140076,ta,dd;nl,0.00199600798403194
code_dev2,b_136450,nil,,0.998003992015968
code_dev2,b_136450,ta,dd;nl,0.00199600798403194
code_dev2,b_162107,nil,,0.954091816367266
code_dev2,b_162107,ta,pd;nl,0.0439121756487026
code_dev2,b_162107,at,dd;pl,0.00199600798403194
code_dev2,b_162108,nil,,0.998003992015968
code_dev2,b_162108,ta,dd;nl,0.00199600798403194
code_dev2,b_162106,nil,,0.998003992015968
code_dev2,b_162106,ta,dd;nl,0.00199600798403194
code_dev2,b_160798,nil,,0.998003992015968
code_dev2,b_160798,ta,dd;nl,0.00199600798403194
code_dev2,b_162179,nil,,0.998003992015968
code_dev2,b_162179,ta,dd;nl,0.00199600798403194
code_dev2,b_162182,nil,,0.998003992015968
code_dev2,b_162182,ta,dd;nl,0.00199600798403194
code_dev2,b_162178,nil,,0.998003992015968
code_dev2,b_162178,ta,dd;nl,0.00199600798403194
code_dev2,b_162176,nil,,0.998003992015968
code_dev2,b_162176,ta,dd;nl,0.00199600798403194
code_dev2,b_173733,nil,,0.996007984031936
code_dev2,b_173733,ta,dd;nl,0.00399201596806387
code_dev2,b_180732,nil,,0.974051896207585
code_dev2,b_180732,ta,dd;nl,0.0239520958083832
code_dev2,b_180732,at,dd;pl,0.00199600798403194
code_dev2,b_166304,nil,,0.998003992015968
code_dev2,b_166304,ta,dd;nl,0.00199600798403194
code_dev2,b_166302,nil,,0.996007984031936
code_dev2,b_166302,ta,dd;nl,0.00399201596806387
code_dev2,b_180737,nil,,0.960079840319361
code_dev2,b_180737,ta,dd;nl,0.0359281437125749
code_dev2,b_180737,at,dd;pl,0.00399201596806387
code_dev2,b_180739,nil,,0.974051896207585
code_dev2,b_180739,ta,dd;nl,0.0139720558882236
code_dev2,b_180739,at,dd;pl,0.00998003992015968
code_dev2,b_180739,tt,,0.00199600798403194
code_dev2,b_180735,nil,,0.974051896207585
code_dev2,b_180735,ta,dd;nl,0.0159680638722555
code_dev2,b_180735,at,dd;nl,0.00798403193612774
code_dev2,b_180735,tt,,0.00199600798403194
code_dev2,b_180734,nil,,0.972055888223553
code_dev2,b_180734,ta,dd;nl,0.0199600798403194
code_dev2,b_180734,tt,,0.00399201596806387
code_dev2,b_180734,at,dd;pl,0.00399201596806387
code_dev2,b_201967,nil,,0.968063872255489
code_dev2,b_201967,ta,dd;nl,0.0179640718562874
code_dev2,b_201967,at,dd;pl,0.00998003992015968
code_dev2,b_201967,tt,,0.00399201596806387
code_dev2,churn,ta,pd;nl,0.524950099800399
code_dev2,churn,nil,,0.277445109780439
code_dev2,churn,at,pd;nl,0.197604790419162
code_dev2,b_191549,nil,,0.970059880239521
code_dev2,b_191549,ta,dd;nl,0.0199600798403194
code_dev2,b_191549,at,pd;pl,0.00798403193612774
code_dev2,b_191549,tt,,0.00199600798403194
code_dev2,b_191547,nil,,0.968063872255489
code_dev2,b_191547,ta,dd;nl,0.0239520958083832
code_dev2,b_191547,at,dd;pl,0.00798403193612774
code_dev2,commit2,ta,pd;nl,0.920159680638723
code_dev2,commit2,nil,,0.0538922155688623
code_dev2,commit2,at,pd;nl,0.0259481037924152
code_dev2,file,ta,pd;nl,0.636726546906188
code_dev2,file,nil,,0.355289421157685
code_dev2,file,at,pd;nl,0.00798403193612774
code_dev2,commit,ta,pd;nl,0.632734530938124
code_dev2,commit,at,pd;pl,0.201596806387226
code_dev2,commit,nil,,0.165668662674651
code_dev2,churn2,ta,pd;nl,0.760479041916168
code_dev2,churn2,at,dd;nl,0.165668662674651
code_dev2,churn2,tt,,0.0738522954091816
code_dev2,nv-b_100433,nil,,0.99001996007984
code_dev2,nv-b_100433,ta,dd;pl,0.00998003992015968
code_dev2,nv-b_100742,nil,,0.998003992015968
code_dev2,nv-b_100742,ta,dd;nl,0.00199600798403194
code_dev2,nv-code_dev,nil,,0.992015968063872
code_dev2,nv-code_dev,ta,dd;nl,0.00399201596806387
code_dev2,nv-code_dev,tt,,0.00199600798403194
code_dev2,nv-code_dev,at,dd;nl,0.00199600798403194
code_dev2,nv-mail_dev,nil,,0.992015968063872
code_dev2,nv-mail_dev,ta,dd;nl,0.00798403193612774
code_dev2,nv-mis_link,nil,,0.972055888223553
code_dev2,nv-mis_link,ta,dd;nl,0.0219560878243513
code_dev2,nv-mis_link,at,dd;nl,0.00598802395209581
code_dev2,nv-silence,nil,,0.99001996007984
code_dev2,nv-silence,ta,dd;nl,0.00998003992015968
code_dev2,nv-silence2,nil,,0.924151696606786
code_dev2,nv-silence2,ta,dd;nl,0.0339321357285429
code_dev2,nv-silence2,tt,,0.0279441117764471
code_dev2,nv-silence2,at,dd;pl,0.0139720558882236
code_dev2,silence,ta,pd;nl,0.87624750499002
code_dev2,silence,at,dd;nl,0.117764471057884
code_dev2,silence,nil,,0.00598802395209581
code_dev2,silence2,nil,,0.784431137724551
code_dev2,silence2,ta,pd;nl,0.215568862275449
code_dev2,start,nil,,0.958083832335329
code_dev2,start,ta,pd;pl,0.0259481037924152
code_dev2,start,at,pd;nl,0.0159680638722555
code_dev2,thread,ta,dd;nl,0.694610778443114
code_dev2,thread,nil,,0.261477045908184
code_dev2,thread,at,pd;pl,0.0439121756487026
code_dev2,thread2,ta,pd;nl,0.706586826347305
code_dev2,thread2,at,pd;pl,0.169660678642715
code_dev2,thread2,nil,,0.111776447105788
code_dev2,thread2,tt,,0.0119760479041916
commit,b_114577,nil,,0.966067864271457
commit,b_114577,ta,dd;nl,0.0219560878243513
commit,b_114577,tt,,0.00998003992015968
commit,b_114577,at,dd;pl,0.00199600798403194
commit,b_134353,nil,,0.998003992015968
commit,b_134353,ta,dd;nl,0.00199600798403194
commit,b_120027,nil,,0.980039920159681
commit,b_120027,at,dd;nl,0.0119760479041916
commit,b_120027,tt,,0.00598802395209581
commit,b_120027,ta,dd;pl,0.00199600798403194
commit,b_143511,nil,,0.998003992015968
commit,b_143511,ta,dd;nl,0.00199600798403194
commit,b_160705,nil,,0.998003992015968
commit,b_160705,ta,dd;nl,0.00199600798403194
commit,b_150208,nil,,0.988023952095808
commit,b_150208,at,dd;nl,0.00798403193612774
commit,b_150208,tt,,0.00399201596806387
commit,b_162107,nil,,0.992015968063872
commit,b_162107,ta,pd;nl,0.00798403193612774
commit,b_162109,nil,,0.998003992015968
commit,b_162109,ta,dd;nl,0.00199600798403194
commit,b_162181,nil,,0.998003992015968
commit,b_162181,ta,dd;nl,0.00199600798403194
commit,b_173733,nil,,0.998003992015968
commit,b_173733,ta,dd;nl,0.00199600798403194
commit,b_180732,nil,,0.940119760479042
commit,b_180732,at,dd;nl,0.0399201596806387
commit,b_180732,tt,,0.0139720558882236
commit,b_180732,ta,dd;pl,0.00598802395209581
commit,b_180734,nil,,0.970059880239521
commit,b_180734,ta,dd;nl,0.0199600798403194
commit,b_180734,at,dd;nl,0.00598802395209581
commit,b_180734,tt,,0.00399201596806387
commit,b_180735,nil,,0.988023952095808
commit,b_180735,ta,dd;nl,0.00998003992015968
commit,b_180735,tt,,0.00199600798403194
commit,b_180737,nil,,0.946107784431138
commit,b_180737,ta,dd;nl,0.0419161676646707
commit,b_180737,tt,,0.00798403193612774
commit,b_180737,at,dd;pl,0.00399201596806387
commit,b_180739,nil,,0.94810379241517
commit,b_180739,ta,dd;nl,0.0499001996007984
commit,b_180739,at,dd;pl,0.00199600798403194
commit,b_191547,nil,,0.984031936127744
commit,b_191547,ta,pd;pl,0.0159680638722555
commit,b_191549,nil,,0.950099800399202
commit,b_191549,ta,dd;nl,0.0419161676646707
commit,b_191549,tt,,0.00798403193612774
commit,b_201967,nil,,0.944111776447106
commit,b_201967,ta,dd;nl,0.0439121756487026
commit,b_201967,tt,,0.00998003992015968
commit,b_201967,at,dd;pl,0.00199600798403194
commit,churn,ta,pd;nl,0.940119760479042
commit,churn,at,pd;nl,0.0598802395209581
commit,churn2,nil,,0.800399201596806
commit,churn2,ta,pd;pl,0.153692614770459
commit,churn2,at,pd;nl,0.0459081836327345
commit,file,ta,dd;nl,0.934131736526946
commit,file,at,pd;nl,0.0598802395209581
commit,file,tt,,0.00598802395209581
commit,file2,ta,pd;nl,0.658682634730539
commit,file2,nil,,0.271457085828343
commit,file2,at,pd;nl,0.0698602794411178
commit,nv-churn2,nil,,0.998003992015968
commit,nv-churn2,ta,dd;nl,0.00199600798403194
commit,nv-mis_link2,nil,,0.998003992015968
commit,nv-mis_link2,ta,dd;nl,0.00199600798403194
code_dev2,mail_dev2,nil,,0.978043912175649
code_dev2,mail_dev2,ta,pd;nl,0.0139720558882236
code_dev2,mail_dev2,at,pd;nl,0.00598802395209581
code_dev2,mail_dev2,tt,,0.00199600798403194
code_dev2,file2,nil,,0.778443113772455
code_dev2,file2,ta,pd;nl,0.221556886227545
commit,nv-thread2,nil,,0.992015968063872
commit,nv-thread2,at,dd;nl,0.00598802395209581
commit,nv-thread2,ta,dd;nl,0.00199600798403194
nv-b_100742,b_191549,nil,,0.874251497005988
nv-b_100742,b_191549,at,pd;nl,0.0658682634730539
nv-b_100742,b_191549,ta,dd;pl,0.0538922155688623
nv-b_100742,b_191549,tt,,0.00598802395209581
nv-b_100742,nv-code_dev,nil,,0.996007984031936
nv-b_100742,nv-code_dev,ta,dd;nl,0.00399201596806387
nv-b_100742,nv-commit,nil,,0.998003992015968
nv-b_100742,nv-commit,ta,dd;nl,0.00199600798403194
nv-b_100433,nv-commit2,nil,,0.992015968063872
nv-b_100433,nv-commit2,at,dd;nl,0.00598802395209581
nv-b_100433,nv-commit2,ta,dd;pl,0.00199600798403194
mis_link2,thread,nil,,0.836327345309381
mis_link2,thread,ta,pd;pl,0.0818363273453094
mis_link2,thread,at,pd;pl,0.0738522954091816
mis_link2,thread,tt,,0.00798403193612774
mis_link2,thread2,ta,pd;pl,0.784431137724551
mis_link2,thread2,nil,,0.181636726546906
mis_link2,thread2,tt,,0.0179640718562874
mis_link2,thread2,at,pd;pl,0.0159680638722555
nv-b_100433,nv-churn2,nil,,0.998003992015968
nv-b_100433,nv-churn2,ta,dd;nl,0.00199600798403194
mis_link2,start,ta,dd;pl,0.506986027944112
mis_link2,start,at,pd;nl,0.489021956087824
mis_link2,start,tt,,0.00199600798403194
mis_link2,start,nil,,0.00199600798403194
mis_link2,silence2,ta,pd;pl,1
mis_link2,nv-thread,nil,,0.996007984031936
mis_link2,nv-thread,tt,,0.00399201596806387
mis_link2,silence,ta,pd;pl,0.884231536926148
mis_link2,silence,nil,,0.115768463073852
mis_link2,nv-file,nil,,0.998003992015968
mis_link2,nv-file,ta,dd;nl,0.00199600798403194
mis_link2,nv-code_dev,nil,,0.998003992015968
mis_link2,nv-code_dev,ta,dd;nl,0.00199600798403194
mis_link2,nv-b_100433,nil,,0.998003992015968
mis_link2,nv-b_100433,ta,dd;nl,0.00199600798403194
mis_link2,nv-b_100742,nil,,0.99001996007984
mis_link2,nv-b_100742,ta,dd;pl,0.00598802395209581
mis_link2,nv-b_100742,at,dd;nl,0.00399201596806387
mis_link2,mis_link,ta,pd;pl,0.383233532934132
mis_link2,mis_link,at,pd;pl,0.369261477045908
mis_link2,mis_link,tt,,0.24750499001996
mis_link2,mail_dev,ta,pd;pl,0.473053892215569
mis_link2,mail_dev,nil,,0.36127744510978
mis_link2,mail_dev,at,pd;pl,0.093812375249501
mis_link2,mail_dev,tt,,0.0718562874251497
mis_link2,mail_dev2,ta,pd;pl,0.848303393213573
mis_link2,mail_dev2,at,pd;pl,0.141716566866267
mis_link2,mail_dev2,tt,,0.00998003992015968
mis_link2,file2,ta,pd;pl,0.7624750499002
mis_link2,file2,nil,,0.233532934131737
mis_link2,file2,at,pd;nl,0.00399201596806387
mis_link2,file,ta,pd;pl,0.728542914171657
mis_link2,file,nil,,0.191616766467066
mis_link2,file,at,pd;nl,0.0778443113772455
mis_link2,file,tt,,0.00199600798403194
mis_link2,commit,ta,pd;pl,0.602794411177645
mis_link2,commit,nil,,0.291417165668663
mis_link2,commit,at,pd;pl,0.103792415169661
mis_link2,commit,tt,,0.00199600798403194
mis_link2,commit2,ta,pd;pl,0.996007984031936
mis_link2,commit2,at,pd;nl,0.00399201596806387
mis_link2,code_dev2,ta,pd;pl,0.776447105788423
mis_link2,code_dev2,tt,,0.157684630738523
mis_link2,code_dev2,at,pd;pl,0.0658682634730539
mis_link,b_180737,nil,,0.994011976047904
mis_link,b_180737,ta,dd;nl,0.00399201596806387
mis_link,b_180737,at,dd;pl,0.00199600798403194
mis_link,b_191547,nil,,0.958083832335329
mis_link,b_191547,ta,dd;nl,0.0259481037924152
mis_link,b_191547,tt,,0.0119760479041916
mis_link,b_191547,at,dd;pl,0.00399201596806387
mis_link,b_191549,nil,,0.994011976047904
mis_link,b_191549,ta,dd;nl,0.00399201596806387
mis_link,b_191549,at,dd;pl,0.00199600798403194
mis_link,b_201967,nil,,0.976047904191617
mis_link,b_201967,ta,pd;pl,0.0219560878243513
mis_link,b_201967,at,dd;pl,0.00199600798403194
mis_link,churn,ta,pd;nl,0.806387225548902
mis_link,churn,nil,,0.187624750499002
mis_link,churn,at,pd;nl,0.00598802395209581
mis_link,churn2,ta,pd;nl,0.816367265469062
mis_link,churn2,at,pd;pl,0.101796407185629
mis_link,churn2,nil,,0.0578842315369262
mis_link,churn2,tt,,0.0239520958083832
mis_link,code_dev2,ta,dd;nl,0.698602794411178
mis_link,code_dev2,nil,,0.197604790419162
mis_link,code_dev2,at,pd;pl,0.0898203592814371
mis_link,code_dev2,tt,,0.0139720558882236
mis_link,commit,nil,,0.526946107784431
mis_link,commit,ta,pd;nl,0.265469061876248
mis_link,commit,at,pd;pl,0.207584830339321
mis_link,commit2,ta,pd;nl,0.608782435129741
mis_link,commit2,nil,,0.385229540918164
mis_link,commit2,at,pd;nl,0.00598802395209581
mis_link,file,ta,pd;nl,0.764471057884232
mis_link,file,at,pd;nl,0.197604790419162
mis_link,file,nil,,0.0339321357285429
mis_link,file,tt,,0.00399201596806387
mis_link,file2,ta,pd;nl,0.988023952095808
mis_link,file2,nil,,0.0119760479041916
mis_link,mail_dev,ta,dd;nl,0.608782435129741
mis_link,mail_dev,nil,,0.161676646706587
mis_link,mail_dev,at,dd;nl,0.155688622754491
mis_link,mail_dev,tt,,0.0738522954091816
mis_link,mail_dev2,ta,pd;nl,0.806387225548902
mis_link,mail_dev2,nil,,0.169660678642715
mis_link,mail_dev2,at,dd;nl,0.0159680638722555
mis_link,mail_dev2,tt,,0.00798403193612774
mis_link,nv-b_102939,nil,,0.994011976047904
mis_link,nv-b_102939,ta,pd;nl,0.00399201596806387
mis_link,nv-b_102939,at,dd;nl,0.00199600798403194
mis_link,nv-churn,nil,,0.994011976047904
mis_link,nv-churn,ta,dd;nl,0.00598802395209581
mis_link,nv-file,nil,,0.996007984031936
mis_link,nv-file,ta,dd;nl,0.00399201596806387
mis_link,nv-mail_dev,nil,,0.984031936127744
mis_link,nv-mail_dev,ta,dd;nl,0.0119760479041916
mis_link,nv-mail_dev,tt,,0.00399201596806387
mis_link,silence,nil,,0.994011976047904
mis_link,silence,ta,pd;nl,0.00598802395209581
mis_link,silence2,ta,pd;nl,0.998003992015968
mis_link,silence2,nil,,0.00199600798403194
mis_link,start,ta,pd;nl,0.528942115768463
mis_link,start,at,dd;nl,0.461077844311377
mis_link,start,nil,,0.00998003992015968
mis_link,thread,ta,pd;nl,0.860279441117764
mis_link,thread,at,pd;pl,0.0778443113772455
mis_link,thread,tt,,0.0439121756487026
mis_link,thread,nil,,0.0179640718562874
mis_link,thread2,nil,,0.572854291417166
mis_link,thread2,ta,pd;pl,0.295409181636727
mis_link,thread2,tt,,0.0778443113772455
mis_link,thread2,at,dd;nl,0.0538922155688623
mis_link2,b_103864,nil,,0.998003992015968
mis_link2,b_103864,tt,,0.00199600798403194
mis_link2,b_114109,nil,,0.998003992015968
mis_link2,b_114109,ta,dd;nl,0.00199600798403194
mis_link2,b_114576,nil,,0.998003992015968
mis_link2,b_114576,tt,,0.00199600798403194
mis_link2,b_120884,nil,,0.998003992015968
mis_link2,b_120884,ta,dd;nl,0.00199600798403194
mis_link2,b_122110,nil,,0.992015968063872
mis_link2,b_122110,ta,dd;nl,0.00399201596806387
mis_link2,b_122110,tt,,0.00199600798403194
mis_link2,b_122110,at,dd;pl,0.00199600798403194
mis_link2,b_134353,nil,,0.998003992015968
mis_link2,b_134353,ta,dd;nl,0.00199600798403194
mis_link2,b_143470,nil,,0.998003992015968
mis_link2,b_143470,ta,dd;nl,0.00199600798403194
mis_link2,b_148275,nil,,0.998003992015968
mis_link2,b_148275,ta,dd;nl,0.00199600798403194
mis_link2,b_160702,nil,,0.998003992015968
mis_link2,b_160702,ta,dd;nl,0.00199600798403194
mis_link2,b_162107,nil,,0.976047904191617
mis_link2,b_162107,ta,dd;nl,0.0179640718562874
mis_link2,b_162107,at,dd;pl,0.00399201596806387
mis_link2,b_162107,tt,,0.00199600798403194
mis_link2,b_162108,nil,,0.998003992015968
mis_link2,b_162108,ta,dd;nl,0.00199600798403194
mis_link2,b_162109,nil,,0.998003992015968
mis_link2,b_162109,ta,dd;nl,0.00199600798403194
mis_link2,b_162176,nil,,0.998003992015968
mis_link2,b_162176,tt,,0.00199600798403194
mis_link2,b_162178,nil,,0.99001996007984
mis_link2,b_162178,tt,,0.00598802395209581
mis_link2,b_162178,ta,dd;nl,0.00399201596806387
mis_link2,b_162179,nil,,0.99001996007984
mis_link2,b_162179,ta,dd;nl,0.00798403193612774
mis_link2,b_162179,tt,,0.00199600798403194
mis_link2,b_162180,nil,,0.998003992015968
mis_link2,b_162180,tt,,0.00199600798403194
mis_link2,b_162181,nil,,0.996007984031936
mis_link2,b_162181,ta,dd;nl,0.00399201596806387
mis_link2,b_162182,nil,,0.996007984031936
mis_link2,b_162182,ta,dd;nl,0.00399201596806387
mis_link2,b_166302,nil,,0.996007984031936
mis_link2,b_166302,ta,dd;nl,0.00399201596806387
mis_link2,b_166304,nil,,0.998003992015968
mis_link2,b_166304,tt,,0.00199600798403194
mis_link2,b_167053,nil,,0.950099800399202
mis_link2,b_167053,ta,dd;pl,0.0479041916167665
mis_link2,b_167053,tt,,0.00199600798403194
mis_link2,b_173731,nil,,0.984031936127744
mis_link2,b_173731,ta,dd;nl,0.00798403193612774
mis_link2,b_173731,tt,,0.00598802395209581
mis_link2,b_173731,at,dd;pl,0.00199600798403194
mis_link2,b_173733,nil,,0.996007984031936
mis_link2,b_173733,tt,,0.00199600798403194
mis_link2,b_173733,ta,dd;nl,0.00199600798403194
mis_link2,b_180732,nil,,0.998003992015968
mis_link2,b_180732,ta,pd;nl,0.00199600798403194
mis_link2,b_180735,nil,,0.966067864271457
mis_link2,b_180735,ta,dd;nl,0.0199600798403194
mis_link2,b_180735,tt,,0.00998003992015968
mis_link2,b_180735,at,dd;pl,0.00399201596806387
mis_link2,b_180734,nil,,0.984031936127744
mis_link2,b_180734,at,dd;nl,0.0119760479041916
mis_link2,b_180734,ta,dd;pl,0.00199600798403194
mis_link2,b_180734,tt,,0.00199600798403194
mis_link2,b_180737,nil,,0.992015968063872
mis_link2,b_180737,ta,dd;nl,0.00399201596806387
mis_link2,b_180737,at,dd;pl,0.00399201596806387
mis_link2,b_180739,nil,,0.992015968063872
mis_link2,b_180739,ta,dd;nl,0.00598802395209581
mis_link2,b_180739,at,dd;pl,0.00199600798403194
mis_link2,b_191547,nil,,0.976047904191617
mis_link2,b_191547,ta,dd;nl,0.0179640718562874
mis_link2,b_191547,at,dd;nl,0.00399201596806387
mis_link2,b_191547,tt,,0.00199600798403194
mis_link2,b_201967,nil,,0.998003992015968
mis_link2,b_201967,ta,dd;nl,0.00199600798403194
mis_link2,churn,ta,pd;pl,0.798403193612774
mis_link2,churn,nil,,0.135728542914172
mis_link2,churn,at,pd;nl,0.0658682634730539
mis_link2,churn2,ta,pd;pl,0.816367265469062
mis_link2,churn2,at,pd;pl,0.0958083832335329
mis_link2,churn2,nil,,0.063872255489022
mis_link2,churn2,tt,,0.0239520958083832
nv-b_100433,nv-file2,nil,,0.862275449101797
nv-b_100433,nv-file2,ta,dd;nl,0.0698602794411178
