node1_name,node2_name,endpoint1,endpoint2,bold,highlighted,properties,probability
nv-churn,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn,b_162182,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-churn,b_162181,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn,nv-commit,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn,nv-mail_dev,TAIL,TAIL,FALSE,FALSE,"",0.0379241516966068
nv-churn,nv-code_dev,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn,b_63738,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-churn,nv-start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-churn2,b_100740,TAIL,TAIL,FALSE,FALSE,"",0.0239520958083832
nv-churn,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-churn,nv-mail_dev2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00598802395209581
nv-churn2,b_143470,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-churn2,b_143509,TAIL,TAIL,FALSE,FALSE,"",0.031936127744511
nv-churn2,b_136450,TAIL,TAIL,FALSE,FALSE,"",0.0199600798403194
nv-churn2,b_114576,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,b_150204,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-churn2,b_150287,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,b_143572,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,b_143513,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-churn2,b_162109,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-churn2,b_166302,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,b_162108,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-churn2,b_160701,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-churn2,b_180735,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
nv-churn2,nv-churn,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-churn2,b_167053,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-churn2,b_166303,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-churn2,nv-commit,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,nv-commit2,TAIL,TAIL,FALSE,FALSE,"",0.06187624750499
nv-churn2,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-churn2,nv-mis_link,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-churn2,nv-start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-churn2,nv-file2,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-churn2,nv-file,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-code_dev,b_102939,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-code_dev,b_114619,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-churn2,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0578842315369261
nv-churn2,nv-thread,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,b_142970,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-code_dev,b_143505,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev,b_140224,TAIL,TAIL,FALSE,FALSE,"",0.0239520958083832
nv-code_dev,b_140076,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,b_143569,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev,b_150205,TAIL,TAIL,FALSE,FALSE,"",0.029940119760479
nv-code_dev,b_143567,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,b_143507,TAIL,TAIL,FALSE,FALSE,"",0.0958083832335329
nv-code_dev,b_151788,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-code_dev,b_151791,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,b_150286,TAIL,TAIL,FALSE,FALSE,"",0.031936127744511
nv-code_dev,b_150285,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-code_dev,b_162178,TAIL,TAIL,FALSE,FALSE,"",0.0279441117764471
nv-code_dev,b_166302,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,b_160797,TAIL,TAIL,FALSE,FALSE,"",0.0139720558882236
nv-code_dev,b_151794,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-code_dev,b_173731,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-code_dev,b_63738,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-code_dev,b_167053,TAIL,TAIL,FALSE,FALSE,"",0.137724550898204
nv-code_dev,b_166304,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev,nv-mis_link,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev,nv-silence,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-code_dev,nv-commit,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-code_dev,file,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-code_dev2,b_114619,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-code_dev2,b_120884,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-code_dev2,b_114109,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_102939,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_140076,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev2,b_143506,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev2,b_136450,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_130166,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-code_dev2,b_150209,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_150287,TAIL,TAIL,FALSE,FALSE,"",0.0399201596806387
nv-code_dev2,b_143568,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_143508,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_160702,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev2,b_160797,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_151794,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_151788,TAIL,TAIL,FALSE,FALSE,"",0.031936127744511
nv-code_dev2,b_166302,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev2,b_180732,TAIL,TAIL,FALSE,FALSE,"",0.0119760479041916
nv-code_dev2,b_162182,TAIL,TAIL,FALSE,FALSE,"",0.0119760479041916
nv-code_dev2,b_162178,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-code_dev2,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_62940,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_201967,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_191549,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-code_dev2,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-code_dev2,nv-churn,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,b_93245,TAIL,TAIL,FALSE,FALSE,"",0.0139720558882236
nv-code_dev2,b_81672,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-commit,b_100433,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit,b_103864,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,nv-thread2,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-code_dev2,silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
nv-code_dev2,nv-commit,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit,b_114109,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_120027,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_113207,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_104180,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_130166,TAIL,TAIL,FALSE,FALSE,"",0.0119760479041916
nv-commit,b_143508,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit,b_122110,TAIL,TAIL,FALSE,FALSE,"",0.0139720558882236
nv-commit,b_120884,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-commit,b_150285,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-commit,b_150286,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-commit,b_150205,TAIL,TAIL,FALSE,FALSE,"",0.0239520958083832
nv-commit,b_143513,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-commit,b_151788,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_151790,TAIL,TAIL,FALSE,FALSE,"",0.0239520958083832
nv-commit,b_150289,TAIL,TAIL,FALSE,FALSE,"",0.0219560878243513
nv-commit,b_150287,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_162106,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-commit,b_162179,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_162105,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_160798,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_180735,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,b_191547,TAIL,TAIL,FALSE,FALSE,"",0.0159680638722555
nv-commit,b_173733,TAIL,TAIL,FALSE,FALSE,"",0.0359281437125749
nv-commit,b_162181,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-commit,nv-file,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit,b_62940,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-commit,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_113207,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_114619,TAIL,TAIL,FALSE,FALSE,"",0.0279441117764471
nv-commit,nv-thread,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit,nv-mis_link,TAIL,TAIL,FALSE,FALSE,"",0.103792415169661
nv-commit2,b_142970,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-commit2,b_143507,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_136450,TAIL,TAIL,FALSE,FALSE,"",0.031936127744511
nv-commit2,b_150204,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit2,b_150206,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-commit2,b_148275,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-commit2,b_143569,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-commit2,b_162105,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-commit2,b_162178,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
nv-commit2,b_173733,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_160705,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_150208,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-commit2,b_191549,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
nv-commit2,b_201967,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,b_191547,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-commit2,b_180739,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
nv-commit2,nv-file,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-commit2,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-commit2,b_93245,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00798403193612774
nv-commit2,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-file,b_114577,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
nv-file,b_114619,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-commit2,nv-thread,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_114576,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-commit2,nv-mis_link,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-file,b_143508,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_143511,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_140195,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_140076,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_150204,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_150285,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_143571,TAIL,TAIL,FALSE,FALSE,"",0.0119760479041916
nv-file,b_143570,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-file,b_151793,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-file,b_160701,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_151790,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00798403193612774
nv-file,b_150286,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-file,b_162109,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_162180,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_160798,TAIL,TAIL,FALSE,FALSE,"",0.0359281437125749
nv-file,b_160797,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,b_201967,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-file,b_180739,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-file,b_180734,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_140221,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_143569,TAIL,TAIL,FALSE,FALSE,"",0.0399201596806387
nv-file2,b_100740,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-file,nv-start,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_150209,TAIL,TAIL,FALSE,FALSE,"",0.0159680638722555
nv-file2,b_150285,TAIL,TAIL,FALSE,FALSE,"",0.0399201596806387
nv-file2,b_148275,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-file2,b_143572,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-file2,b_160702,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_160797,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_151791,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
nv-file2,b_150290,TAIL,TAIL,FALSE,FALSE,"",0.0658682634730539
nv-file2,b_162181,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_173731,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-file2,b_160799,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-file2,b_64339,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
nv-file2,b_80891,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-file2,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,b_180734,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-file2,nv-churn,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-file2,nv-commit,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-file2,mis_link,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-file2,b_93245,TAIL,TAIL,FALSE,FALSE,"",0.0219560878243513
nv-mail_dev,b_100742,TAIL,TAIL,FALSE,FALSE,"",0.0259481037924152
nv-mail_dev,b_114577,TAIL,TAIL,FALSE,FALSE,"",0.0119760479041916
nv-file2,start,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-file2,nv-mail_dev,TAIL,TAIL,FALSE,FALSE,"",0.00798403193612774
nv-mail_dev,b_143470,TAIL,TAIL,FALSE,FALSE,"",0.0439121756487026
nv-mail_dev,b_143509,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_130166,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-mail_dev,b_120884,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_143568,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_143570,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_143511,TAIL,TAIL,FALSE,FALSE,"",0.0538922155688623
nv-mail_dev,b_143510,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
nv-mail_dev,b_150291,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_151788,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-mail_dev,b_150289,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_150286,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-mail_dev,b_166303,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-mail_dev,b_180732,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_162109,TAIL,TAIL,FALSE,FALSE,"",0.029940119760479
nv-mail_dev,b_151790,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-mail_dev,b_64339,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-b_103864,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00998003992015968
nv-thread2,b_142970,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
nv-thread2,b_143572,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-thread2,b_130166,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-thread2,b_120027,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-thread2,b_151791,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-thread2,b_151794,TAIL,TAIL,FALSE,FALSE,"",0.0878243512974052
nv-thread2,b_160798,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-thread2,b_150290,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_150209,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_162179,TAIL,TAIL,FALSE,FALSE,"",0.0179640718562874
nv-thread2,b_162181,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
nv-thread2,b_162109,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_162106,TAIL,TAIL,FALSE,FALSE,"",0.031936127744511
nv-thread2,b_62937,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_63738,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_166303,TAIL,TAIL,FALSE,FALSE,"",0.12375249500998
nv-thread2,b_180739,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,b_166302,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
nv-thread2,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-thread2,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
nv-thread2,code_dev2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-thread2,mail_dev2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
nv-thread2,b_80891,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
nv-thread2,nv-thread,TAIL,TAIL,FALSE,FALSE,"",0.00399201596806387
nv-thread2,thread,TAIL,ARROW,FALSE,FALSE,pd;pl,0.00199600798403194
nv-thread2,nv-file,TAIL,TAIL,FALSE,FALSE,"",0.029940119760479
nv-thread2,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
silence,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0119760479041916
silence,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0139720558882236
silence,nv-mis_link,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence,nv-mail_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence,nv-file,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence2,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0119760479041916
silence2,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
silence2,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0139720558882236
silence2,nv-file,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
silence2,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.029940119760479
thread2,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
thread2,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread2,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread2,nv-file2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread2,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread2,nv-mail_dev2,TAIL,TAIL,FALSE,FALSE,"",0.00199600798403194
thread2,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread2,nv-silence2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread,nv-start,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
thread,nv-file2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
thread,nv-mis_link,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
thread,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0179640718562874
thread,nv-commit2,TAIL,ARROW,FALSE,FALSE,pd;nl,0.00199600798403194
start,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.0279441117764471
b_191549,nv-b_100433,TAIL,ARROW,FALSE,FALSE,dd;pl,0.031936127744511
b_191549,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.107784431137725
b_191547,nv-mail_dev,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
b_191547,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0279441117764471
b_191547,nv-code_dev,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00399201596806387
b_191547,nv-b_100433,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0499001996007984
b_180739,nv-churn,TAIL,TAIL,FALSE,FALSE,"",0.0958083832335329
b_180739,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00598802395209581
b_180739,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0159680638722555
b_180737,nv-mis_link2,TAIL,ARROW,FALSE,FALSE,dd;nl,0.00199600798403194
b_180737,nv-b_100433,TAIL,ARROW,FALSE,FALSE,dd;pl,0.201596806387226
b_180735,nv-b_100433,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0439121756487026
b_180735,nv-b_100742,TAIL,ARROW,FALSE,FALSE,dd;pl,0.159680638722555
b_180735,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;pl,0.029940119760479
b_180735,nv-code_dev,TAIL,TAIL,FALSE,FALSE,"",0.0179640718562874
b_143507,nv-thread,TAIL,TAIL,FALSE,FALSE,"",0.00598802395209581
b_142970,nv-mail_dev,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
b_142970,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
b_140224,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0419161676646707
b_140221,nv-thread2,TAIL,TAIL,FALSE,FALSE,"",0.0538922155688623
b_140221,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;pl,0.129740518962076
b_140195,nv-file2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00598802395209581
b_140221,nv-silence2,TAIL,TAIL,FALSE,FALSE,"",0.00998003992015968
b_142970,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0518962075848303
b_143505,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.103792415169661
b_143505,nv-thread,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
b_143506,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0878243512974052
b_143506,nv-commit2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
b_143507,nv-code_dev2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00399201596806387
b_143507,nv-silence,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
b_150285,nv-silence,TAIL,TAIL,FALSE,FALSE,"",0.0718562874251497
b_150285,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0538922155688623
b_150209,nv-b_100740,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0439121756487026
b_150209,nv-churn,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
b_150208,nv-churn,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0219560878243513
b_150208,nv-code_dev2,TAIL,TAIL,FALSE,FALSE,"",0.0199600798403194
b_150207,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0658682634730539
b_150208,nv-b_103864,TAIL,ARROW,FALSE,FALSE,dd;pl,0.0758483033932136
b_150206,nv-b_102939,TAIL,ARROW,FALSE,FALSE,dd;pl,0.109780439121756
b_150206,nv-b_104180,TAIL,ARROW,FALSE,FALSE,dd;pl,0.06187624750499
b_150205,nv-churn2,TAIL,ARROW,FALSE,FALSE,dd;pl,0.00199600798403194
